cve_id,description,published_date,cvss_score,vendor_raw,software_raw,vendor,software,software_version,operatig_system,source,reason,trigger,attacker_action,user_interaction,system_state,network_access,privilege,vulnerability_type,consequences
CVE-2023-52137,"The [`tj-actions/verify-changed-files`](https://github.com/tj-actions/verify-changed-files) action allows for command injection in changed filenames, allowing an attacker to execute arbitrary code and potentially leak secrets. The [`verify-changed-files`](https://github.com/tj-actions/verify-changed-files) workflow returns the list of files changed within a workflow execution. This could potentially allow filenames that contain special characters such as `;` which can be used by an attacker to take over the [GitHub Runner](https://docs.github.com/en/actions/using-github-hosted-runners/about-github-hosted-runners) if the output value is used in a raw fashion (thus being directly replaced before execution) inside a `run` block. By running custom commands, an attacker may be able to steal secrets such as `GITHUB_TOKEN` if triggered on other events than `pull_request`. This has been patched in versions [17](https://github.com/tj-actions/verify-changed-files/releases/tag/v17) and [17.0.0](https://github.com/tj-actions/verify-changed-files/releases/tag/v17.0.0) by enabling `safe_output` by default and returning filename paths escaping special characters for bash environments.",2023-12-29T17:08:49.356Z,7.7,tj-actions,verify-changed-files,tj-actions,verify-changed-files action,before 17 / 17.0.0,,Changed filenames in tj-actions/verify-changed-files,Allows command injection in changed filenames,Using filenames with special characters such as `;` in a run block,Execute arbitrary code through filenames,No,If filenames are used in a raw fashion inside a run block,Remote,,Command Injection,Execute arbitrary code and potentially leak secrets like GITHUB_TOKEN
CVE-2023-36465,"Decidim is a participatory democracy framework, written in Ruby on Rails, originally developed for the Barcelona City government online and offline participation website. The `templates` module doesn't enforce the correct permissions, allowing any logged-in user to access to this functionality in the administration panel. An attacker could use this vulnerability to change, create or delete templates of surveys. This issue has been patched in version 0.26.8 and 0.27.4.",2023-10-06T11:56:46.825Z,9.1,decidim,decidim,Decidim,Decidim,before 0.26.8 and 0.27.4,,templates module in the administration panel,doesn't enforce the correct permissions,access to the `templates` functionality by any logged-in user,"change, create or delete templates of surveys",No,User logged in,Remote,Logged-in user,Improper Access Control,Unauthorized changes to survey templates
CVE-2023-20006,"A vulnerability in the hardware-based SSL/TLS cryptography functionality of Cisco Adaptive Security Appliance (ASA) Software and Cisco Firepower Threat Defense (FTD) Software for Cisco Firepower 2100 Series Appliances could allow an unauthenticated, remote attacker to cause an affected device to reload unexpectedly, resulting in a denial of service (DoS) condition. This vulnerability is due to an implementation error within the cryptographic functions for SSL/TLS traffic processing when they are offloaded to the hardware. An attacker could exploit this vulnerability by sending a crafted stream of SSL/TLS traffic to an affected device. A successful exploit could allow the attacker to cause an unexpected error in the hardware-based cryptography engine, which could cause the device to reload.",2023-06-28T00:00:00,8.6,Cisco,Cisco Adaptive Security Appliance (ASA) Software,Cisco,"Adaptive Security Appliance (ASA) Software, Firepower Threat Defense (FTD) Software",For Cisco Firepower 2100 Series Appliances,,hardware-based SSL/TLS cryptography functionality,implementation error within the cryptographic functions for SSL/TLS traffic processing when offloaded to hardware,sending a crafted stream of SSL/TLS traffic,send crafted SSL/TLS traffic,No,SSL/TLS traffic processing is offloaded to the hardware,Remote,Unauthenticated,Denial of Service (DoS),"device reloads, resulting in denial of service"
CVE-2023-4398,"An integer overflow vulnerability in the source code of the QuickSec IPSec toolkit used in the VPN feature of the Zyxel ATP series firmware versions 4.32 through 5.37, USG FLEX series firmware versions 4.50 through 5.37, USG FLEX 50(W) series firmware versions 4.16 through 5.37, USG20(W)-VPN series firmware versions 4.16 through 5.37, and VPN series firmware versions 4.30 through 5.37, could allow an unauthenticated attacker to cause denial-of-service (DoS) conditions on an affected device by sending a crafted IKE packet.",2023-11-28T01:48:28.586Z,7.5,Zyxel,ATP series firmware,Zyxel,QuickSec IPSec toolkit,"Zyxel ATP series firmware versions 4.32 through 5.37, USG FLEX series firmware versions 4.50 through 5.37, USG FLEX 50(W) series firmware versions 4.16 through 5.37, USG20(W)-VPN series firmware versions 4.16 through 5.37, and VPN series firmware versions 4.30 through 5.37",,QuickSec IPSec toolkit source code,integer overflow vulnerability,sending a crafted IKE packet,send a crafted IKE packet,No,,Remote,Unauthenticated,Integer overflow,Denial-of-Service (DoS) conditions on an affected device
CVE-2023-24413,Unauth. Reflected Cross-Site Scripting (XSS) vulnerability in I Thirteen Web Solution WordPress vertical image slider plugin <= 1.2.16 versions.,2023-08-08T11:28:20.333Z,7.1,I Thirteen Web Solution,WordPress vertical image slider plugin,I Thirteen Web Solution,vertical image slider plugin,<= 1.2.16,,vertical image slider plugin,Improper input validation in the plugin,Unauthenticated user input is reflected back to users,Trick users into triggering a specially crafted input,"Yes, user must interact with the crafted input",,Remote,Unauthenticated,Reflected Cross-Site Scripting (XSS),Execution of scripts in the context of the user's browser session
CVE-2023-33095,Transient DOS while processing multiple payload container type with incorrect container length received in DL NAS transport OTA in NR.,2024-03-04T10:48:38.728Z,7.5,"Qualcomm, Inc.",Snapdragon,,,,,DL NAS transport OTA in NR,incorrect container length,processing multiple payload container type,send multiple payload containers with incorrect length,No,,Remote,No privileges,Denial-of-Service (DOS),Transient denial of service
CVE-2023-44277,"Dell PowerProtect DD, versions prior to 7.13.0.10, LTS 7.7.5.25, LTS 7.10.1.15, 6.2.1.110 contain an OS command injection vulnerability in the CLI. A local low privileged attacker could potentially exploit this vulnerability, leading to the execution of arbitrary OS commands on the application's underlying OS, with the privileges of the vulnerable application. Exploitation may lead to a system take over by an attacker.",2023-12-14T15:05:01.367Z,7.8,Dell,PowerProtect DD,Dell,PowerProtect DD,"prior to 7.13.0.10, LTS 7.7.5.25, LTS 7.10.1.15, 6.2.1.110",,CLI,OS command injection vulnerability,,exploit the vulnerability to execute arbitrary OS commands,No,,Local,Low privileged,OS command injection,execution of arbitrary OS commands leading to system takeover
CVE-2023-23774,Motorola EBTS/MBTS Site Controller drops to debug prompt on unhandled exception. The Motorola MBTS Site Controller exposes a debug prompt on the device's serial port in case of an unhandled exception. This allows an attacker with physical access that is able to trigger such an exception to extract secret key material and/or gain arbitrary code execution on the device.,2023-08-29T08:49:32.508Z,8.4,Motorola,EBTS/MBTS Base Radio,Motorola,EBTS/MBTS Site Controller,,,Debug prompt on serial port,Unhandled exception leading to debug prompt exposure,Unhandled exception,Trigger an unhandled exception and access the debug prompt,No,Device in state of unhandled exception causing debug prompt to appear,Physical access required,None,Exposure of debug prompt leading to potential unauthorized access,Extraction of secret key material and/or gain arbitrary code execution
CVE-2023-22575,"Dell PowerScale OneFS 9.0.0.x - 9.4.0.x contain an insertion of sensitive information into log file vulnerability in celog. A low privileges user could potentially exploit this vulnerability, leading to information disclosure and escalation of privileges.",2023-02-01T13:16:56.674Z,8.7,Dell,PowerScale OneFS,Dell,PowerScale OneFS,9.0.0.x - 9.4.0.x,,celog,insertion of sensitive information into log file,,exploit the insertion of sensitive information into the log file,No,,Local,Low privileges,Information disclosure,Information disclosure and escalation of privileges
CVE-2023-46788,Online Matrimonial Project v1.0 is vulnerable to multiple Unauthenticated SQL Injection vulnerabilities. The 'id' parameter in the 'uploadphoto()' function of the functions.php resource does not validate the characters received and they are sent unfiltered to the database.,2023-11-07T21:01:11.340Z,9.8,Projectworlds Pvt. Limited,Online Matrimonial Project,,Online Matrimonial Project,v1.0,,"functions.php resource, 'uploadphoto()' function",'id' parameter does not validate characters and sends them unfiltered to the database,Input through the 'id' parameter in 'uploadphoto()' function,Exploit SQL Injection through crafted 'id' parameter,No,,Remote,Unauthenticated,SQL Injection,Unauthenticated access and manipulation of database
CVE-2023-25496,A privilege escalation vulnerability was reported in Lenovo Drivers Management Lenovo Driver Manager that could allow a local user to execute code with elevated privileges.,2023-04-28T21:13:41.817Z,7.8,Lenovo,Lenovo Drivers Management,Lenovo,Drivers Management Lenovo Driver Manager,,,Lenovo Drivers Management Lenovo Driver Manager,insufficient access control mechanisms,execution attempt by a local user,execute code with elevated privileges,No,local access to the system,Local access,Low,Privilege Escalation,Execution of code with elevated privileges
CVE-2023-2637,"Rockwell Automation's FactoryTalk System Services uses a hard-coded cryptographic key to generate administrator cookies. Hard-coded cryptographic key may lead to privilege escalation. This vulnerability may allow a local, authenticated non-admin user to generate an invalid administrator cookie giving them administrative privileges to the FactoryTalk Policy Manger database. This may allow the threat actor to make malicious changes to the database that will be deployed when a legitimate FactoryTalk Policy Manager user deploys a security policy model. User interaction is required for this vulnerability to be successfully exploited.",2023-06-13T20:15:07.735Z,7.3,Rockwell Automation,FactoryTalk System Services,Rockwell Automation,FactoryTalk System Services,,,hard-coded cryptographic key,uses a hard-coded cryptographic key to generate administrator cookies,"Local, authenticated non-admin user generates an invalid administrator cookie",Generate an invalid administrator cookie,Yes,Local user with authenticated access but non-admin privileges,Local,Authenticated non-admin user,Privilege escalation,Threat actor gains administrative privileges and can make malicious changes to the FactoryTalk Policy Manager database
CVE-2023-20063,"A vulnerability in the inter-device communication mechanisms between devices that are running Cisco Firepower Threat Defense (FTD) Software and devices that are running Cisco Firepower Management (FMC) Software could allow an authenticated, local attacker to execute arbitrary commands with root permissions on the underlying operating system of an affected device. This vulnerability is due to insufficient validation of user-supplied input. An attacker could exploit this vulnerability by accessing the expert mode of an affected device and submitting specific commands to a connected system. A successful exploit could allow the attacker to execute arbitrary code in the context of an FMC device if the attacker has administrative privileges on an associated FTD device. Alternatively, a successful exploit could allow the attacker to execute arbitrary code in the context of an FTD device if the attacker has administrative privileges on an associated FMC device.",2023-11-01T17:11:46.268Z,8.2,Cisco,Cisco Firepower Management Center,Cisco,Firepower Threat Defense (FTD) Software and Firepower Management (FMC) Software,,,inter-device communication mechanisms,insufficient validation of user-supplied input,accessing the expert mode and submitting specific commands,execute arbitrary commands with root permissions by submitting specific commands,No,,Local,Authenticated with administrative privileges,Arbitrary Command Execution,Execute arbitrary code with root permissions on the underlying operating system of an affected device
CVE-2023-6333,"The affected ControlByWeb Relay products are vulnerable to a stored cross-site scripting vulnerability, which could allow an attacker to inject arbitrary scripts into the endpoint of a web interface that could run malicious javascript code during a user's session.",2023-12-07T18:08:04.324Z,7.5,ControlByWeb,X-332-24I,ControlByWeb,Relay products,,,web interface endpoint,vulnerability to stored cross-site scripting,User's session where malicious script is executed,inject arbitrary scripts into the endpoint,"Yes, during user's session",,Remote,Unauthenticated,Stored Cross-Site Scripting,Malicious javascript code execution during a user's session
CVE-2023-45838,Multiple data integrity vulnerabilities exist in the package hash checking functionality of Buildroot 2023.08.1 and Buildroot dev commit 622698d7847. A specially crafted man-in-the-middle attack can lead to arbitrary command execution in the builder.This vulnerability is related to the `aufs` package.,2023-12-05T11:30:10.671Z,8.1,Buildroot,Buildroot,Buildroot,Buildroot,2023.08.1 and dev commit 622698d7847,,package hash checking functionality,multiple data integrity vulnerabilities,specially crafted man-in-the-middle attack,perform man-in-the-middle attack,No,during hash checking functionality usage,Remote,Unauthenticated,Data integrity vulnerability leading to arbitrary command execution,Arbitrary command execution in the builder
CVE-2023-21418,"Sandro Poppi, member of the AXIS OS Bug Bounty Program, has found that the VAPIX API irissetup.cgi was vulnerable to path traversal attacks that allows for file deletion. This flaw can only be exploited after authenticating with an operator- or administrator-privileged service account. The impact of exploiting this vulnerability is lower with operator service accounts and limited to non-system files compared to administrator-privileges. Axis has released patched AXIS OS versions for the highlighted flaw. Please refer to the Axis security advisory for more information and solution.",2023-11-21T06:56:09.221Z,7.1,Axis Communications AB,AXIS OS,Axis,AXIS OS,,,VAPIX API irissetup.cgi,vulnerable to path traversal attacks,path traversal attack,perform path traversal to delete files,No,,Local,Operator or Administrator service account,Path Traversal,"File deletion, impact differs between operator and administrator accounts"
CVE-2023-37577,Multiple use-after-free vulnerabilities exist in the VCD get_vartoken realloc functionality of GTKWave 3.3.115. A specially crafted .vcd file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the use-after-free when triggered via the vcd2lxt2 conversion utility.,2024-01-08T14:47:51.642Z,7.8,GTKWave,GTKWave,GTKWave,GTKWave,3.3.115,,VCD get_vartoken realloc functionality,Multiple use-after-free vulnerabilities,Opening a specially crafted .vcd file,Create and deliver a malicious .vcd file,Victim needs to open a malicious file,Used in conjunction with vcd2lxt2 conversion utility,Local,,Use-after-free,Arbitrary code execution
CVE-2023-48724,A memory corruption vulnerability exists in the web interface functionality of Tp-Link AC1350 Wireless MU-MIMO Gigabit Access Point (EAP225 V3) v5.1.0 Build 20220926. A specially crafted HTTP POST request can lead to denial of service of the device's web interface. An attacker can send an unauthenticated HTTP POST request to trigger this vulnerability.,2024-04-09T14:12:47.393Z,7.5,Tp-Link,AC1350 Wireless MU-MIMO Gigabit Access Point (EAP225 V3),Tp-Link,AC1350 Wireless MU-MIMO Gigabit Access Point (EAP225 V3),v5.1.0 Build 20220926,,web interface functionality,memory corruption,specially crafted HTTP POST request,send an unauthenticated HTTP POST request,No,,Remote,Unauthenticated,Memory Corruption,denial of service of the device's web interface
CVE-2023-4485,"ARDEREG ​Sistema SCADA Central versions 2.203 and prior login page are vulnerable to an unauthenticated blind SQL injection attack. An attacker could manipulate the application's SQL query logic to extract sensitive information or perform unauthorized actions within the database. In this case, the vulnerability could allow an attacker to execute arbitrary SQL queries through the login page, potentially leading to unauthorized access, data leakage, or even disruption of critical industrial processes.",2023-09-05T23:03:57.616Z,9.8,ARDEREG,Sistemas SCADA,ARDEREG,Sistema SCADA Central,versions 2.203 and prior,,login page,vulnerable to an unauthenticated blind SQL injection attack,manipulating the application's SQL query logic,execute arbitrary SQL queries through the login page,No,,Remote,Unauthenticated,Blind SQL Injection,"unauthorized access, data leakage, disruption of critical industrial processes"
CVE-2023-45319,"In Helix Core versions prior to 2023.2, an unauthenticated remote Denial of Service (DoS) via the commit function was identified. Reported by Jason Geffner.",2023-11-08T15:43:58.737Z,7.5,Helix,Helix Core,Helix,Helix Core,prior to 2023.2,,commit function,,using the commit function,perform a remote Denial of Service (DoS) attack,No,,Remote,Unauthenticated,Denial of Service (DoS),Service disruption through DoS attack
CVE-2023-47534,"A improper neutralization of formula elements in a csv file in Fortinet FortiClientEMS version 7.2.0 through 7.2.2, 7.0.0 through 7.0.10, 6.4.0 through 6.4.9, 6.2.0 through 6.2.9, 6.0.0 through 6.0.8 allows attacker to execute unauthorized code or commands via specially crafted packets.",2024-03-12T15:09:19.802Z,8.7,Fortinet,FortiClientEMS,Fortinet,FortiClientEMS,"7.2.0 through 7.2.2, 7.0.0 through 7.0.10, 6.4.0 through 6.4.9, 6.2.0 through 6.2.9, 6.0.0 through 6.0.8",,improper neutralization of formula elements in a csv file,improper neutralization,specially crafted packets,execute unauthorized code or commands,No,,Remote,Unauthenticated,Code Execution,attacker can execute unauthorized code or commands
CVE-2023-26332,Adobe Dimension versions 3.4.7 (and earlier) is affected by an out-of-bounds read vulnerability that could lead to disclosure of sensitive memory. An attacker could leverage this vulnerability to bypass mitigations such as ASLR. Exploitation of this issue requires user interaction in that a victim must open a malicious file.,2023-03-28T00:00:00,7.8,Adobe,Dimension,Adobe,Adobe Dimension,3.4.7 (and earlier),,,Out-of-bounds read vulnerability,Opening a malicious file,Leverage the vulnerability to bypass mitigations,"Yes, a victim must open a malicious file",,,,Out-of-bounds read,"Disclosure of sensitive memory, bypass of mitigations such as ASLR"
CVE-2023-37903,"vm2 is an open source vm/sandbox for Node.js. In vm2 for versions up to and including 3.9.19, Node.js custom inspect function allows attackers to escape the sandbox and run arbitrary code. This may result in Remote Code Execution, assuming the attacker has arbitrary code execution primitive inside the context of vm2 sandbox. There are no patches and no known workarounds. Users are advised to find an alternative software.",2023-07-21T19:42:09.346Z,9.8,patriksimek,vm2,Open source,vm2,up to and including 3.9.19,Node.js,custom inspect function,allows attackers to escape the sandbox,attacker has arbitrary code execution primitive inside the context of vm2 sandbox,escape the sandbox and run arbitrary code,No,executing Node.js with a vulnerable version of vm2,Remote,Arbitrary code execution primitive within vm2,Remote Code Execution,Remote Code Execution
CVE-2023-6743,"The Unlimited Elements For Elementor (Free Widgets, Addons, Templates) plugin for WordPress is vulnerable to Remote Code Execution in all versions up to, and including, 1.5.89 via the template import functionality. This makes it possible for authenticated attackers, with contributor access and above, to execute code on the server.",2024-05-29T04:30:13.621Z,8.8,unitecms,"Unlimited Elements For Elementor (Free Widgets, Addons, Templates)",WordPress,"Unlimited Elements For Elementor (Free Widgets, Addons, Templates) plugin",up to and including 1.5.89,,template import functionality,allows code execution through import functionality,use of the template import functionality,execute code on the server,No,,Remote,Contributor access and above,Remote Code Execution,Execute code on the server
CVE-2023-26453,"Requests to cache an image could be abused to include SQL queries that would be executed unchecked. Exploiting this vulnerability requires at least access to adjacent networks of the imageconverter service, which is not exposed to public networks by default. Arbitrary SQL statements could be executed in the context of the services database user account. API requests are now properly checked for valid content and attempts to circumvent this check are being logged as error. No publicly available exploits are known.",2023-11-02T13:01:12.014Z,7.6,OX Software GmbH,OX App Suite,,imageconverter service,,,Requests to cache an image,SQL queries executed unchecked,Requests to cache an image that include SQL queries,Include SQL queries in image caching requests,No,Access to adjacent networks of the imageconverter service,Adjacent network,Requires access to the services database user account,SQL Injection,Arbitrary SQL statements execution in the context of the database user account
CVE-2023-39542,"A code execution vulnerability exists in the Javascript saveAs API of Foxit Reader 12.1.3.15356. A specially crafted malformed file can create arbitrary files, which can lead to remote code execution. An attacker needs to trick the user into opening the malicious file to trigger this vulnerability. Exploitation is also possible if a user visits a specially crafted, malicious site if the browser plugin extension is enabled.",2023-11-27T15:25:12.044Z,8.8,Foxit,Foxit Reader,Foxit,Foxit Reader,12.1.3.15356,,Javascript saveAs API,A specially crafted malformed file,User opening the malicious file or visiting a malicious site with the browser plugin enabled,Trick the user into opening the malicious file,"Yes, user must open the malicious file",Browser plugin extension enabled,Remote,Unauthenticated,Code Execution,Remote code execution
CVE-2023-30691,Parcel mismatch in AuthenticationConfig prior to SMR Aug-2023 Release 1 allows local attacker to privilege escalation.,2023-08-10T01:18:35.883Z,8.4,Samsung Mobile,Samsung Mobile Devices,,AuthenticationConfig,prior to SMR Aug-2023 Release 1,,Parcel mismatch,mismatch in configuration processing,Accessing configuration parcels with improper handling,Exploit parcel mismatch in AuthenticationConfig,No,Local access to vulnerable system,Local,Authenticated,Privilege Escalation,Gain elevated privileges on the system
CVE-2023-31230,Cross-Site Request Forgery (CSRF) vulnerability in Haoqisir Baidu Tongji generator allows Stored XSS.This issue affects Baidu Tongji generator: from n/a through 1.0.2.,2023-11-13T17:26:15.616Z,7.1,Haoqisir,Baidu Tongji generator,Haoqisir,Baidu Tongji generator,from n/a through 1.0.2,,Baidu Tongji generator,Cross-Site Request Forgery (CSRF) vulnerability,CSRF exploit,Execute CSRF to inject XSS scripts,Yes,,Remote,Unauthenticated,Cross-Site Request Forgery (CSRF),Allows Stored XSS
CVE-2023-52355,An out-of-memory flaw was found in libtiff that could be triggered by passing a crafted tiff file to the TIFFRasterScanlineSize64() API. This flaw allows a remote attacker to cause a denial of service via a crafted input with a size smaller than 379 KB.,2024-01-25T20:03:35.031Z,7.5,Red Hat,Red Hat Enterprise Linux 6,libtiff,libtiff,,,TIFFRasterScanlineSize64() API,out-of-memory flaw,passing a crafted tiff file to the API,send a crafted tiff file to the API,No,,Remote,None,Denial of Service,cause a denial of service
CVE-2023-45226,The BIG-IP SPK TMM (Traffic Management Module) f5-debug-sidecar and f5-debug-sshd containers contains hardcoded credentials that may allow an attacker with the ability to intercept traffic to impersonate the SPK Secure Shell (SSH) server on those containers. This is only exposed when ssh debug is enabled. Note: Software versions which have reached End of Technical Support (EoTS) are not evaluated,2023-10-10T12:39:25.915Z,7.4,F5,BIG-IP Next SPK,F5 Networks,BIG-IP SPK TMM,,,f5-debug-sidecar and f5-debug-sshd containers,contains hardcoded credentials,ssh debug is enabled,intercept traffic and impersonate the SPK Secure Shell (SSH) server,No,ssh debug is enabled,Local or adjacent,Low,Hardcoded credentials,Impersonation of the SPK Secure Shell (SSH) server
CVE-2023-22241,"Adobe Acrobat Reader versions 22.003.20282 (and earlier), 22.003.20281 (and earlier) and 20.005.30418 (and earlier) are affected by an out-of-bounds write vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",2023-01-27T00:00:00,7.8,Adobe,Acrobat Reader,Adobe,Acrobat Reader,"22.003.20282 (and earlier), 22.003.20281 (and earlier), 20.005.30418 (and earlier)",,Out-of-bounds write issue,Improper validation of array bounds before writing data,A victim opens a malicious file,Craft and deliver a malicious file to be opened by the victim,"Yes, the victim must open a malicious file",The software must be running the mentioned vulnerable versions,Local access via user interaction,Privileges of the current user,Out-of-bounds write,Arbitrary code execution in the context of the current user
CVE-2023-38389,Incorrect Authorization vulnerability in Artbees JupiterX Core allows Accessing Functionality Not Properly Constrained by ACLs.This issue affects JupiterX Core: from n/a through 3.3.8.,2024-06-21T15:58:28.347Z,9.8,Artbees,JupiterX Core,Artbees,JupiterX Core,from n/a through 3.3.8,,Access control list (ACL) implementation,Incorrect Authorization,Accessing Functionality Not Properly Constrained by ACLs,Access functionality not properly constrained by ACLs,No,,Remote,Depends on ACL configuration,Incorrect Authorization,Unauthorized access to functions or data
CVE-2023-21793,3D Builder Remote Code Execution Vulnerability,2023-01-10T00:00:00,7.8,Microsoft,3D Builder,Microsoft,3D Builder,,Windows,3D Builder application,unknown,crafted input or file to 3D Builder,execute arbitrary code remotely,Possibly required to open a file,application running,Remote,Low to none,Remote Code Execution,Allows attackers to execute arbitrary code
CVE-2023-6878,"The Slick Social Share Buttons plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the 'dcssb_ajax_update' function in versions up to, and including, 2.4.11. This makes it possible for authenticated attackers, with subscriber-level permissions or above to update the site options arbitrarily.",2024-01-11T08:32:39.464Z,8.8,remix4,Slick Social Share Buttons,WordPress,Slick Social Share Buttons plugin,up to and including 2.4.11,,dcssb_ajax_update function,missing capability check,function call to 'dcssb_ajax_update',update the site options arbitrarily,No,,Remote,Authenticated attackers with subscriber-level permissions or above,Unauthorized modification of data,Unauthorized change of site options
CVE-2023-29360,Microsoft Streaming Service Elevation of Privilege Vulnerability,2023-06-13T23:26:04.551Z,8.4,Microsoft,Windows 10 Version 1809,Microsoft,Streaming Service,,,Streaming Service,,,Exploit the vulnerability to elevate privileges,,,,Low privilege,Elevation of Privilege,Gain higher privileges in the system
CVE-2023-23836,SolarWinds Platform version 2022.4.1 was found to be susceptible to the Deserialization of Untrusted Data. This vulnerability allows a remote adversary with Orion admin-level account access to the SolarWinds Web Console to execute arbitrary commands.,2023-02-15T00:00:00,7.2,SolarWinds,SolarWinds Platform,SolarWinds,SolarWinds Platform,2022.4.1,,SolarWinds Web Console,Deserialization of Untrusted Data,,Execute arbitrary commands,No,Orion admin-level account access,Remote,Orion admin-level account,Deserialization of Untrusted Data,Execute arbitrary commands on the system
CVE-2023-5425,"The Post Meta Data Manager plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the pmdm_wp_change_user_meta and pmdm_wp_change_post_meta functions in versions up to, and including, 1.2.0. This makes it possible for authenticated attackers, with subscriber-level permissions and above, to gain elevated (e.g., administrator) privileges.",2023-10-28T11:06:04.112Z,8.8,gandhihitesh9,Post Meta Data Manager,WordPress,Post Meta Data Manager plugin,up to 1.2.0,,pmdm_wp_change_user_meta and pmdm_wp_change_post_meta functions,missing capability check,use of functions without capability checks,perform unauthorized modification of data,No,,Remote,"Authenticated, subscriber-level permissions and above",Unauthorized modification of data,"Gain elevated privileges, potentially to administrator level"
CVE-2023-25453,Unauth. Reflected Cross-Site Scripting (XSS) vulnerability in Ian Sadovy WordPress Tables plugin <= 1.3.9 versions.,2023-08-30T15:09:26.442Z,7.1,Ian Sadovy,WordPress Tables,Ian Sadovy,WordPress Tables plugin,<= 1.3.9,,,,Reflected input not sanitized properly,Craft and deliver a malicious URL to the victim,"Yes, victim needs to click the malicious URL",,Remote,Unauthenticated,Reflected Cross-Site Scripting (XSS),Execution of arbitrary scripts in the context of the user's browser session
CVE-2023-6790,A DOM-Based cross-site scripting (XSS) vulnerability in Palo Alto Networks PAN-OS software enables a remote attacker to execute a JavaScript payload in the context of an administrator’s browser when they view a specifically crafted link to the PAN-OS web interface.,2023-12-13T18:15:48.142Z,8.8,Palo Alto Networks,PAN-OS,Palo Alto Networks,PAN-OS,,,PAN-OS web interface,DOM-Based cross-site scripting (XSS) vulnerability,view a specifically crafted link,execute a JavaScript payload,"Yes, when an administrator views the crafted link",Administrator's browser viewing the crafted link,Remote,Authenticated as an administrator,DOM-Based cross-site scripting (XSS),Execution of JavaScript payload in the context of an administrator’s browser
CVE-2023-21594,"Adobe InCopy versions 18.0 (and earlier), 17.4 (and earlier) are affected by a Heap-based Buffer Overflow vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",2023-01-13T00:00:00,7.8,Adobe,InCopy,Adobe,InCopy,"versions 18.0 (and earlier), 17.4 (and earlier)",,Heap-based Buffer,Improper bounds checking leading to buffer overflow,Opening a malicious file,Craft and provide a malicious file to be opened,"Yes, victim must open a malicious file",User must open a malicious file,Local,Current user context,Heap-based Buffer Overflow,Arbitrary code execution
CVE-2023-29057,"A valid XCC user's local account permissions overrides their active directory permissions under specific configurations. This could lead to a privilege escalation. To be vulnerable, LDAP must be configured for authentication/authorization and logins configured as “Local First, then LDAP”.",2023-04-28T20:53:13.267Z,7.3,Lenovo,XClarity Controller,,XCC,,,Local account permission handling in XCC,Local account permissions override active directory permissions,"Specific configuration with 'Local First, then LDAP'",Use local account permissions to override active directory permissions,No,"LDAP configured for authentication/authorization and logins as 'Local First, then LDAP'",Local,Authenticated XCC local account,Privilege Escalation,Escalated privileges beyond intended permissions
CVE-2023-5055,Possible variant of CVE-2021-3434 in function le_ecred_reconf_req.,2023-11-21T18:05:10.824Z,8.3,zephyrproject-rtos,Zephyr,,,,,function le_ecred_reconf_req,Possible variant of CVE-2021-3434,,,,,,,Variant of CVE-2021-3434,
CVE-2023-50719,"XWiki Platform is a generic wiki platform. Starting in 7.2-milestone-2 and prior to versions 14.10.15, 15.5.2, and 15.7-rc-1, the Solr-based search in XWiki discloses the password hashes of all users to anyone with view right on the respective user profiles. By default, all user profiles are public. This vulnerability also affects any configurations used by extensions that contain passwords like API keys that are viewable for the attacker. Normally, such passwords aren't accessible but this vulnerability would disclose them as plain text. This has been patched in XWiki 14.10.15, 15.5.2 and 15.7RC1. There are no known workarounds for this vulnerability.",2023-12-15T19:02:40.905Z,7.5,xwiki,xwiki-platform,XWiki,XWiki Platform,"7.2-milestone-2 and prior to 14.10.15, 15.5.2, and 15.7-rc-1",,Solr-based search in XWiki,discloses the password hashes due to misconfiguration,view right on the respective user profiles,view user profiles,No,All user profiles are public by default,Remote,Anyone with view rights,Information Disclosure,Password hashes and configurations containing passwords (like API keys) are disclosed
CVE-2023-32462,"Dell OS10 Networking Switches running 10.5.2.x and above contain an OS command injection vulnerability when using remote user authentication. A remote unauthenticated attacker could potentially exploit this vulnerability, leading to the execution of arbitrary OS commands and possible system takeover. This is a critical vulnerability as it allows an attacker to cause severe damage. Dell recommends customers to upgrade at the earliest opportunity.",2024-02-15T12:42:26.610Z,9.8,Dell,Dell SmartFabric OS10,Dell,OS10 Networking Switches,10.5.2.x and above,,remote user authentication,OS command injection vulnerability,using remote user authentication,exploit the vulnerability to execute arbitrary OS commands,No,Devices using remote user authentication,Remote,Unauthenticated,OS command injection,Execution of arbitrary OS commands and possible system takeover
CVE-2023-38154,Windows Kernel Elevation of Privilege Vulnerability,2023-08-08T17:08:58.162Z,7.8,Microsoft,Windows 10 Version 1809,Microsoft,Windows,,Windows,Kernel,,,Exploit the kernel to gain elevated privileges,No,,Local,Low,Elevation of Privilege,Gain elevated privileges on the system
