cve_id,description,published_date,cvss_score,vendor_raw,software_raw,vendor,software,software_version,operatig_system,source,reason,trigger,attacker_action,user_interaction,system_state,network_access,privilege,vulnerability_type,consequences
CVE-2023-29360,Microsoft Streaming Service Elevation of Privilege Vulnerability,2023-06-13T23:26:04.551Z,8.4,Microsoft,Windows 10 Version 1809,Microsoft,Streaming Service,,,Streaming Service,,,Exploit the vulnerability to elevate privileges,,,,Low privilege,Elevation of Privilege,Gain higher privileges in the system
CVE-2023-23836,SolarWinds Platform version 2022.4.1 was found to be susceptible to the Deserialization of Untrusted Data. This vulnerability allows a remote adversary with Orion admin-level account access to the SolarWinds Web Console to execute arbitrary commands.,2023-02-15T00:00:00,7.2,SolarWinds,SolarWinds Platform,SolarWinds,SolarWinds Platform,2022.4.1,N/A,SolarWinds Web Console,Deserialization of Untrusted Data,N/A,Execute arbitrary commands,No,Orion admin-level account access,Remote,Orion admin-level account,Deserialization of Untrusted Data,Execute arbitrary commands on the system
CVE-2023-5425,"The Post Meta Data Manager plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the pmdm_wp_change_user_meta and pmdm_wp_change_post_meta functions in versions up to, and including, 1.2.0. This makes it possible for authenticated attackers, with subscriber-level permissions and above, to gain elevated (e.g., administrator) privileges.",2023-10-28T11:06:04.112Z,8.8,gandhihitesh9,Post Meta Data Manager,WordPress,Post Meta Data Manager plugin,up to 1.2.0,N/A,pmdm_wp_change_user_meta and pmdm_wp_change_post_meta functions,missing capability check,use of functions without capability checks,perform unauthorized modification of data,No,N/A,Remote,"Authenticated, subscriber-level permissions and above",Unauthorized modification of data,"Gain elevated privileges, potentially to administrator level"
CVE-2023-25453,Unauth. Reflected Cross-Site Scripting (XSS) vulnerability in Ian Sadovy WordPress Tables plugin <= 1.3.9 versions.,2023-08-30T15:09:26.442Z,7.1,Ian Sadovy,WordPress Tables,Ian Sadovy,WordPress Tables plugin,<= 1.3.9,N/A,N/A,N/A,Reflected input not sanitized properly,Craft and deliver a malicious URL to the victim,"Yes, victim needs to click the malicious URL",,Remote,Unauthenticated,Reflected Cross-Site Scripting (XSS),Execution of arbitrary scripts in the context of the user's browser session
CVE-2023-6790,A DOM-Based cross-site scripting (XSS) vulnerability in Palo Alto Networks PAN-OS software enables a remote attacker to execute a JavaScript payload in the context of an administrator’s browser when they view a specifically crafted link to the PAN-OS web interface.,2023-12-13T18:15:48.142Z,8.8,Palo Alto Networks,PAN-OS,Palo Alto Networks,PAN-OS,N/A,N/A,PAN-OS web interface,DOM-Based cross-site scripting (XSS) vulnerability,view a specifically crafted link,execute a JavaScript payload,"Yes, when an administrator views the crafted link",Administrator's browser viewing the crafted link,Remote,Authenticated as an administrator,DOM-Based cross-site scripting (XSS),Execution of JavaScript payload in the context of an administrator’s browser
CVE-2023-21594,"Adobe InCopy versions 18.0 (and earlier), 17.4 (and earlier) are affected by a Heap-based Buffer Overflow vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",2023-01-13T00:00:00,7.8,Adobe,InCopy,Adobe,InCopy,"versions 18.0 (and earlier), 17.4 (and earlier)",N/A,Heap-based Buffer,Improper bounds checking leading to buffer overflow,Opening a malicious file,Craft and provide a malicious file to be opened,"Yes, victim must open a malicious file",User must open a malicious file,Local,Current user context,Heap-based Buffer Overflow,Arbitrary code execution
CVE-2023-29057,"A valid XCC user's local account permissions overrides their active directory permissions under specific configurations. This could lead to a privilege escalation. To be vulnerable, LDAP must be configured for authentication/authorization and logins configured as “Local First, then LDAP”.",2023-04-28T20:53:13.267Z,7.3,Lenovo,XClarity Controller,N/A,XCC,N/A,N/A,Local account permission handling in XCC,Local account permissions override active directory permissions,"Specific configuration with 'Local First, then LDAP'",Use local account permissions to override active directory permissions,No,"LDAP configured for authentication/authorization and logins as 'Local First, then LDAP'",Local,Authenticated XCC local account,Privilege Escalation,Escalated privileges beyond intended permissions
CVE-2023-5055,Possible variant of CVE-2021-3434 in function le_ecred_reconf_req.,2023-11-21T18:05:10.824Z,8.3,zephyrproject-rtos,Zephyr,N/A,N/A,N/A,N/A,function le_ecred_reconf_req,Possible variant of CVE-2021-3434,N/A,N/A,N/A,N/A,N/A,N/A,Variant of CVE-2021-3434,N/A
CVE-2023-50719,"XWiki Platform is a generic wiki platform. Starting in 7.2-milestone-2 and prior to versions 14.10.15, 15.5.2, and 15.7-rc-1, the Solr-based search in XWiki discloses the password hashes of all users to anyone with view right on the respective user profiles. By default, all user profiles are public. This vulnerability also affects any configurations used by extensions that contain passwords like API keys that are viewable for the attacker. Normally, such passwords aren't accessible but this vulnerability would disclose them as plain text. This has been patched in XWiki 14.10.15, 15.5.2 and 15.7RC1. There are no known workarounds for this vulnerability.",2023-12-15T19:02:40.905Z,7.5,xwiki,xwiki-platform,XWiki,XWiki Platform,"7.2-milestone-2 and prior to 14.10.15, 15.5.2, and 15.7-rc-1",N/A,Solr-based search in XWiki,discloses the password hashes due to misconfiguration,view right on the respective user profiles,view user profiles,No,All user profiles are public by default,Remote,Anyone with view rights,Information Disclosure,Password hashes and configurations containing passwords (like API keys) are disclosed
CVE-2023-32462,"Dell OS10 Networking Switches running 10.5.2.x and above contain an OS command injection vulnerability when using remote user authentication. A remote unauthenticated attacker could potentially exploit this vulnerability, leading to the execution of arbitrary OS commands and possible system takeover. This is a critical vulnerability as it allows an attacker to cause severe damage. Dell recommends customers to upgrade at the earliest opportunity.",2024-02-15T12:42:26.610Z,9.8,Dell,Dell SmartFabric OS10,Dell,OS10 Networking Switches,10.5.2.x and above,N/A,remote user authentication,OS command injection vulnerability,using remote user authentication,exploit the vulnerability to execute arbitrary OS commands,No,Devices using remote user authentication,Remote,Unauthenticated,OS command injection,Execution of arbitrary OS commands and possible system takeover
CVE-2023-38154,Windows Kernel Elevation of Privilege Vulnerability,2023-08-08T17:08:58.162Z,7.8,Microsoft,Windows 10 Version 1809,Microsoft,Windows,N/A,Windows,Kernel,N/A,N/A,Exploit the kernel to gain elevated privileges,No,N/A,Local,Low,Elevation of Privilege,Gain elevated privileges on the system
CVE-2023-3087,"The FluentSMTP plugin for WordPress is vulnerable to Stored Cross-Site Scripting via an email subject in versions up to, and including, 2.2.4 due to insufficient input sanitization and output escaping. This makes it possible for unauthenticated attackers to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",2023-07-12T04:38:52.072Z,7.2,techjewel,"FluentSMTP – WP Mail SMTP, Amazon SES, SendGrid, MailGun and Any SMTP Connector Plugin",WordPress,FluentSMTP plugin,up to and including 2.2.4,N/A,email subject,insufficient input sanitization and output escaping,an email subject,inject arbitrary web scripts in pages,"Yes, user needs to access an injected page",,Remote,Unauthenticated,Stored Cross-Site Scripting (XSS),execution of arbitrary web scripts when a user accesses an injected page
CVE-2023-51500,Missing Authorization vulnerability in Undsgn Uncode Core.This issue affects Uncode Core: from n/a through 2.8.8.,2024-04-17T10:47:57.383Z,7.7,Undsgn,Uncode Core,Undsgn,Uncode Core,from n/a through 2.8.8,N/A,Authorization functionality,Missing Authorization,N/A,Attempt unauthorized access,No,N/A,Remote,Unauthenticated,Missing Authorization vulnerability,Potential unauthorized access to functionality or data
CVE-2023-6700,"The Cookie Information | Free GDPR Consent Solution plugin for WordPress is vulnerable to arbitrary option updates due to a missing capability check on its AJAX request handler in versions up to, and including, 2.0.22. This makes it possible for authenticated attackers, with subscriber-level access or higher, to edit arbitrary site options which can be used to create administrator accounts.",2024-02-05T21:21:41.583Z,8.8,cookieinformation,Cookie Information | Free GDPR Consent Solution,WordPress,Cookie Information | Free GDPR Consent Solution plugin,up to and including 2.0.22,N/A,AJAX request handler,missing capability check,arbitrary option updates,edit arbitrary site options to create administrator accounts,No,,Remote,Authenticated with subscriber-level access or higher,Arbitrary option updates,Creation of administrator accounts
CVE-2023-41353,"Chunghwa Telecom NOKIA G-040W-Q has a vulnerability of weak password requirements. A remote attacker with regular user privilege can easily infer the administrator password from system information after logging system, resulting in admin access and performing arbitrary system operations or disrupt service.",2023-11-03T05:48:22.031Z,8.8,Chunghwa Telecom,NOKIA G-040W-Q,Chunghwa Telecom,NOKIA G-040W-Q,N/A,N/A,Weak password requirements,Weak password policy,Logging into the system and inferring password from system information,Infer administrator password and perform arbitrary system operations,"Yes, logging into the system",Regular user privilege access,Remote,Regular user privilege,Weak password requirements,Admin access and potential disruption of service
CVE-2023-35949,Multiple stack-based buffer overflow vulnerabilities exist in the readOFF.cpp functionality of libigl v2.4.0. A specially-crafted .off file can lead to a buffer overflow. An attacker can arbitrary code execution to trigger these vulnerabilities.This vulnerability exists within the code responsible for parsing geometric faces of an OFF file.,2024-05-28T14:02:43.211Z,7.8,libigl,libigl,libigl,libigl,v2.4.0,N/A,readOFF.cpp functionality,code responsible for parsing geometric faces of an OFF file,A specially-crafted .off file,Create and execute a specially-crafted .off file,"Yes, user needs to open the file",,Local,N/A,Stack-based buffer overflow,Arbitrary code execution
CVE-2023-31076,Unauth. Reflected Cross-Site Scripting (XSS) vulnerability in Really Simple Plugins Recipe Maker For Your Food Blog from Zip Recipes plugin <= 8.0.6 versions.,2023-08-17T08:44:53.942Z,7.1,Really Simple Plugins,Recipe Maker For Your Food Blog from Zip Recipes,Really Simple Plugins,Recipe Maker For Your Food Blog from Zip Recipes plugin,<= 8.0.6,N/A,User input reflected on the webpage without proper sanitization,Lack of proper input validation and sanitization,Visiting a specially crafted URL,Trick user into visiting a specially crafted malicious link,"Yes, user needs to visit a crafted link",N/A,Remote,Unauthenticated,Reflected Cross-Site Scripting (XSS),Execution of arbitrary scripts in the context of the user's browser session
CVE-2023-45677,"stb_vorbis is a single file MIT licensed library for processing ogg vorbis files. A crafted file may trigger out of bounds write in `f->vendor[len] = (char)'\0';`. The root cause is that if `len` read in `start_decoder` is a negative number and `setup_malloc` successfully allocates memory in that case, but memory write is done with a negative index `len`. Similarly if len is INT_MAX the integer overflow len+1 happens in `f->vendor = (char*)setup_malloc(f, sizeof(char) * (len+1));` and `f->comment_list[i] = (char*)setup_malloc(f, sizeof(char) * (len+1));`. This issue may lead to code execution.",2023-10-20T23:26:49.582Z,7.3,nothings,stb,stb,stb_vorbis,N/A,N/A,f->vendor and f->comment_list memory allocation and assignment,Improper handling of negative or extremely large values for len,Crafted file with specific 'len' value,Craft a malicious ogg vorbis file with specific 'len' values,"Yes, user must process a crafted file",Memory allocation with negative or extremely large 'len' value,Local,N/A,Out of Bounds Write,Potential code execution
CVE-2023-1356,Reflected cross-site scripting in the StudentSearch component in IDAttend’s IDWeb application 3.1.052 and earlier allows hijacking of a user’s browsing session by attackers who have convinced the said user to click on a malicious link.,2023-10-25T10:28:58.144Z,7.5,IDAttend Pty Ltd,IDWeb,IDAttend,IDWeb application,3.1.052 and earlier,N/A,StudentSearch component,Reflected cross-site scripting vulnerability,User clicks on a malicious link,Convince user to click on a malicious link,"Yes, user must click a link",,Remote,Unauthenticated,Reflected cross-site scripting,Hijacking of a user's browsing session
CVE-2023-43548,Memory corruption while parsing qcp clip with invalid chunk data size.,2024-03-04T10:48:53.494Z,7.3,"Qualcomm, Inc.",Snapdragon,,,,,parsing qcp clip,invalid chunk data size,parsing qcp clip with invalid chunk data size,provide a qcp clip with invalid chunk data,"Yes, user needs to open or parse the qcp clip",Parsing state,,,Memory corruption,Potential arbitrary code execution or crash
CVE-2023-29522,"XWiki Platform is a generic wiki platform offering runtime services for applications built on top of it. Any user with view rights can execute arbitrary script macros including Groovy and Python macros that allow remote code execution including unrestricted read and write access to all wiki contents. The attack works by opening a non-existing page with a name crafted to contain a dangerous payload. This issue has been patched in XWiki 14.4.8, 14.10.3 and 15.0RC1. Users are advised to upgrade. There are no known workarounds for this vulnerability.",2023-04-18T23:38:22.571Z,9.9,xwiki,xwiki-platform,XWiki,XWiki Platform,"prior to 14.4.8, 14.10.3, and 15.0RC1",N/A,arbitrary script macros including Groovy and Python macros,lack of validation allowing execution of arbitrary script macros,opening a non-existing page with a crafted name,execute arbitrary script macros for remote code execution,"Yes, user must open a crafted non-existing page",Any user with view rights can exploit,Remote,User with view rights,Remote Code Execution,"Unrestricted read and write access to all wiki contents, remote code execution"
CVE-2023-2297,"The Profile Builder – User Profile & User Registration Forms plugin for WordPress is vulnerable to unauthorized password resets in versions up to, and including 3.9.0. This is due to the plugin using native password reset functionality, with insufficient validation on the password reset function (wppb_front_end_password_recovery). The function uses the plaintext value of a password reset key instead of a hashed value which means it can easily be retrieved and subsequently used. An attacker can leverage CVE-2023-0814, or another vulnerability like SQL Injection in another plugin or theme installed on the site to successfully exploit this vulnerability.",2023-04-26T23:30:18.376Z,9.8,reflectionmedia,Profile Builder – User Profile & User Registration Forms,WordPress,Profile Builder – User Profile & User Registration Forms plugin,up to and including 3.9.0,N/A,password reset function (wppb_front_end_password_recovery),"insufficient validation on the password reset function, uses plaintext password reset key instead of hashed value",use of password reset functionality with insufficient validation,retrieve and use plaintext password reset key; leverage CVE-2023-0814 or another vulnerability,No,,Remote,Unauthenticated,Unauthorized password reset,Unauthorized password resets
CVE-2023-35317,Windows Server Update Service (WSUS) Elevation of Privilege Vulnerability,2023-07-11T17:02:36.983Z,7.8,Microsoft,Windows Server 2019,Microsoft,Windows Server Update Service (WSUS),N/A,Windows,Not specified,Not specified,Not specified,Unspecific,Not specified,Not specified,Not specified,Not specified,Elevation of Privilege,Not specified
CVE-2023-22919,The post-authentication command injection vulnerability in the Zyxel NBG6604 firmware version V1.01(ABIR.0)C0 could allow an authenticated attacker to execute some OS commands remotely by sending a crafted HTTP request.,2023-05-01T00:00:00,8.8,Zyxel,NBG6604 firmware,Zyxel,NBG6604 firmware,V1.01(ABIR.0)C0,N/A,Post-authentication command handling in the firmware,Improper validation of input in HTTP requests,Sending a crafted HTTP request,Execute some OS commands remotely,No,Authenticated state required,Remote,Authenticated,Command Injection,Execute arbitrary OS commands remotely
CVE-2023-4214,"The AppPresser plugin for WordPress is vulnerable to unauthorized password resets in versions up to, and including 4.2.5. This is due to the plugin generating too weak a reset code, and the code used to reset the password has no attempt or time limit.",2023-11-18T01:54:34.583Z,8.1,scottopolis,AppPresser – Mobile App Framework,WordPress,AppPresser plugin,up to and including 4.2.5,N/A,Password reset functionality,The plugin generates a weak reset code with no attempt or time limit,Exploiting the weak reset code,Attempt unauthorized password resets,No,,Remote,Unauthenticated,Unauthorized password resets,Potential unauthorized access to user accounts
CVE-2023-30872,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in BannerSky BSK Forms Blacklist.This issue affects BSK Forms Blacklist: from n/a through 3.6.2.,2023-12-20T17:03:42.240Z,7.6,BannerSky,BSK Forms Blacklist,BannerSky,BSK Forms Blacklist,from n/a through 3.6.2,N/A,SQL Command processing,Improper Neutralization of Special Elements used in an SQL Command,Input of special elements in SQL queries,Exploit SQL queries by injecting special elements,No,,Remote,Unauthenticated,SQL Injection,Unauthorized access to or manipulation of the database
CVE-2023-30853,"Gradle Build Action allows users to execute a Gradle Build in their GitHub Actions workflow. A vulnerability impacts GitHub workflows using the Gradle Build Action prior to version 2.4.2 that have executed the Gradle Build Tool with the configuration cache enabled, potentially exposing secrets configured for the repository. Secrets configured for GitHub Actions are normally passed to the Gradle Build Tool via environment variables. Due to the way that the Gradle Build Tool records these environment variables, they may be persisted into an entry in the GitHub Actions cache. This data stored in the GitHub Actions cache can be read by a GitHub Actions workflow running in an untrusted context, such as that running for a Pull Request submitted by a developer via a repository fork. This vulnerability was discovered internally through code review, and we have not seen any evidence of it being exploited in the wild. However, in addition to upgrading the Gradle Build Action, affected users should delete any potentially vulnerable cache entries and may choose to rotate any potentially affected secrets. Gradle Build Action v2.4.2 and newer no longer saves this sensitive data for later use, preventing ongoing leakage of secrets via the GitHub Actions Cache. While upgrading to the latest version of the Gradle Build Action will prevent leakage of secrets going forward, additional actions may be required due to current or previous GitHub Actions Cache entries containing this information. Current cache entries will remain vulnerable until they are forcibly deleted or they expire naturally after 7 days of not being used. Potentially vulnerable entries can be easily identified in the GitHub UI by searching for a cache entry with key matching `configuration-cache-*`. The maintainers recommend that users of the Gradle Build Action inspect their list of cache entries and manually delete any that match this pattern. While maintainers have not seen any evidence of this vulnerability being exploited, they recommend cycling any repository secrets if you cannot be certain that these have not been compromised. Compromise could occur if a user runs a GitHub Actions workflow for a pull request attempting to exploit this data. Warning signs to look for in a pull request include: - Making changes to GitHub Actions workflow files in a way that may attempt to read/extract data from the Gradle User Home or `<project-root>/.gradle` directories. - Making changes to Gradle build files or other executable files that may be invoked by a GitHub Actions workflow, in a way that may attempt to read/extract information from these locations. Some workarounds to limit the impact of this vulnerability are available: - If the Gradle project does not opt-in to using the configuration cache, then it is not vulnerable. - If the Gradle project does opt-in to using the configuration-cache by default, then the `--no-configuration-cache` command-line argument can be used to disable this feature in a GitHub Actions workflow. In any case, we recommend that users carefully inspect any pull request before approving the execution of GitHub Actions workflows. It may be prudent to require approval for all PRs from external contributors.",2023-04-28T15:10:18.046Z,7.6,gradle,gradle-build-action,Gradle,Gradle Build Action for GitHub Actions,prior to 2.4.2,N/A,GitHub Actions cache with configuration cache enabled,Record and persistence of environment variables in GitHub Actions cache,Execution of Gradle Build Tool with configuration cache enabled,Run a GitHub Actions workflow in an untrusted context to read cached secrets,Approval of PRs could be user interaction,Configuration cache enabled in GitHub Actions workflows,Remote via GitHub Actions context,Unauthorized workflow execution via PR from repository fork,Information Disclosure,Potential exposure of secrets configured for the repository
CVE-2023-46787,Online Matrimonial Project v1.0 is vulnerable to multiple Unauthenticated SQL Injection vulnerabilities. The 'username' parameter of the auth/auth.php resource does not validate the characters received and they are sent unfiltered to the database.,2023-11-07T20:59:34.528Z,9.8,Projectworlds Pvt. Limited,Online Matrimonial Project,,Online Matrimonial Project,v1.0,,auth/auth.php resource,'username' parameter does not validate characters received,Unauthenticated access to the 'username' parameter,Inject SQL queries through the 'username' parameter,No,,Remote,Unauthenticated,SQL Injection,Potential unauthorized access to or modification of database data
CVE-2023-32321,"CKAN is an open-source data management system for powering data hubs and data portals. Multiple vulnerabilities have been discovered in Ckan which may lead to remote code execution. An arbitrary file write in `resource_create` and `package_update` actions, using the `ResourceUploader` object. Also reachable via `package_create`, `package_revise`, and `package_patch` via calls to `package_update`. Remote code execution via unsafe pickle loading, via Beaker's session store when configured to use the file session store backend. Potential DOS due to lack of a length check on the resource id. Information disclosure: A user with permission to create a resource can access any other resource on the system if they know the id, even if they don't have access to it. Resource overwrite: A user with permission to create a resource can overwrite any resource if they know the id, even if they don't have access to it. A user with permissions to create or edit a dataset can upload a resource with a specially crafted id to write the uploaded file in an arbitrary location. This can be leveraged to Remote Code Execution via Beaker's insecure pickle loading. All the above listed vulnerabilities have been fixed in CKAN 2.9.9 and CKAN 2.10.1. Users are advised to upgrade. There are no known workarounds for these issues.",2023-05-26T22:57:00.076Z,9.8,ckan,ckan,CKAN,CKAN data management system,before 2.9.9 and 2.10.1,N/A,ResourceUploader object in resource_create and package_update actions,unsafe pickle loading and lack of a length check on the resource id,using the ResourceUploader object and specially crafted id,"arbitrary file write, resource overwrite, and remote code execution",No,,Remote,User with permission to create or edit a resource or dataset,"Remote Code Execution, Denial of Service (DOS), Information Disclosure","Remote code execution, denial of service, and information disclosure"
CVE-2023-25529,"NVIDIA DGX H100 BMC and DGX A100 BMC contains a vulnerability in the host KVM daemon, where an unauthenticated attacker may cause a leak of another user’s session token by observing timing discrepancies between server responses. A successful exploit of this vulnerability may lead to information disclosure, escalation of privileges, and data tampering.",2023-09-20T00:08:17.345Z,8.0,NVIDIA,DGX H100 BMC,NVIDIA,DGX H100 BMC and DGX A100 BMC,N/A,N/A,host KVM daemon,timing discrepancies between server responses,observing timing discrepancies,observe timing discrepancies between server responses,No,,Remote,Unauthenticated,Information Disclosure,"information disclosure, escalation of privileges, and data tampering"
CVE-2023-25675,"TensorFlow is an open source machine learning platform. When running versions prior to 2.12.0 and 2.11.1 with XLA, `tf.raw_ops.Bincount` segfaults when given a parameter `weights` that is neither the same shape as parameter `arr` nor a length-0 tensor. A fix is included in TensorFlow 2.12.0 and 2.11.1.",2023-03-24T23:11:30.782Z,7.5,tensorflow,tensorflow,TensorFlow,TensorFlow,prior to 2.12.0 and 2.11.1,N/A,tf.raw_ops.Bincount,segfaults when given a parameter `weights` that is neither the same shape as parameter `arr` nor a length-0 tensor,running with XLA,provide `weights` parameter that is misformed,No,running with XLA,N/A,N/A,Segmentation fault,Potential crashes or disruptions due to segfaults
CVE-2023-25157,"GeoServer is an open source software server written in Java that allows users to share and edit geospatial data. GeoServer includes support for the OGC Filter expression language and the OGC Common Query Language (CQL) as part of the Web Feature Service (WFS) and Web Map Service (WMS) protocols. CQL is also supported through the Web Coverage Service (WCS) protocol for ImageMosaic coverages. Users are advised to upgrade to either version 2.21.4, or version 2.22.2 to resolve this issue. Users unable to upgrade should disable the PostGIS Datastore *encode functions* setting to mitigate ``strEndsWith``, ``strStartsWith`` and ``PropertyIsLike `` misuse and enable the PostGIS DataStore *preparedStatements* setting to mitigate the ``FeatureId`` misuse.",2023-02-21T21:00:13.392Z,9.8,geoserver,geoserver,GeoServer,GeoServer,before 2.21.4 or 2.22.2,N/A,PostGIS Datastore *encode functions*,Misuse of CQL functions,"Improper usage of ``strEndsWith``, ``strStartsWith``, and ``PropertyIsLike`` in CQL",Exploit CQL function misuse,No,PostGIS Datastore *encode functions* setting enabled,Remote,Unauthenticated,CQL function misuse,Potential improper querying or data access
CVE-2023-37374,"A vulnerability has been identified in Tecnomatix Plant Simulation V2201 (All versions < V2201.0008), Tecnomatix Plant Simulation V2302 (All versions < V2302.0002). The affected application is vulnerable to stack-based buffer overflow while parsing specially crafted STP files. This could allow an attacker to execute code in the context of the current process. (ZDI-CAN-21054)",2023-07-11T09:07:26.462Z,7.8,Siemens,Tecnomatix Plant Simulation V2201,Siemens,Tecnomatix Plant Simulation,"V2201 (All versions < V2201.0008), V2302 (All versions < V2302.0002)",N/A,Parsing of specially crafted STP files,The application does not properly validate the length of data when parsing STP files,Parsing specially crafted STP files,Execute code in the context of the current process,No,N/A,Local,Unprivileged,Stack-based buffer overflow,Allow an attacker to execute arbitrary code
CVE-2023-36039,Microsoft Exchange Server Spoofing Vulnerability,2023-11-14T17:57:30.641Z,8.0,Microsoft,Microsoft Exchange Server 2016 Cumulative Update 23,Microsoft,Exchange Server,N/A,N/A,N/A,N/A,N/A,Spoofing,N/A,N/A,N/A,N/A,Spoofing Vulnerability,Potentially misleading users or systems about the identity of the sender or source
CVE-2023-3375,Unrestricted Upload of File with Dangerous Type vulnerability in Unisign Bookreen allows OS Command Injection.This issue affects Bookreen: before 3.0.0.,2023-09-05T16:35:31.190Z,7.2,Unisign,Bookreen,Unisign,Bookreen,before 3.0.0,N/A,Unrestricted Upload of File with Dangerous Type,Allows OS Command Injection,Upload of file with dangerous type,Upload a malicious file,N/A,N/A,N/A,N/A,OS Command Injection,Arbitrary OS command execution on the server
CVE-2023-29511,"XWiki Platform is a generic wiki platform offering runtime services for applications built on top of it. Any user with edit rights on a page (e.g., it's own user page), can execute arbitrary Groovy, Python or Velocity code in XWiki leading to full access to the XWiki installation. The root cause is improper escaping of the section ids in `XWiki.AdminFieldsDisplaySheet`. This page is installed by default. The vulnerability has been patched in XWiki versions 15.0-rc-1, 14.10.1, 14.4.8, and 13.10.11.",2023-04-16T07:07:53.556Z,9.9,xwiki,xwiki-platform,XWiki,XWiki Platform,"before 15.0-rc-1, 14.10.1, 14.4.8, and 13.10.11",N/A,XWiki.AdminFieldsDisplaySheet,Improper escaping of the section ids,"Execution of arbitrary Groovy, Python or Velocity code","Execute arbitrary Groovy, Python or Velocity code",No,"Any user with edit rights on a page (e.g., it's own user page)",Remote,Edit rights,Code Execution,Full access to the XWiki installation
CVE-2023-0923,"A flaw was found in the Kubernetes service for notebooks in RHODS, where it does not prevent pods from other namespaces and applications from making requests to the Jupyter API. This flaw can lead to file content exposure and other issues.",2023-09-15T20:16:04.935Z,8.8,Red Hat,RHODS-1.22-RHEL-8,Red Hat,Kubernetes service for notebooks in RHODS,N/A,N/A,Kubernetes service for notebooks,does not prevent pods from other namespaces and applications from making requests to the Jupyter API,requests to the Jupyter API,make requests to the Jupyter API from other namespaces and applications,No,,Remote,N/A,Access Control Flaw,file content exposure and other issues
CVE-2023-40601,Unauth. Reflected Cross-Site Scripting (XSS) vulnerability in Estatik Estatik Mortgage Calculator plugin <= 2.0.7 versions.,2023-09-06T08:45:41.448Z,7.1,Estatik,Estatik Mortgage Calculator,Estatik,Estatik Mortgage Calculator plugin,<= 2.0.7,N/A,N/A,N/A,Unauthed input is reflected back to the user unchecked,Inject malicious scripts into requests that are reflected,Yes,N/A,Remote,None,Reflected Cross-Site Scripting (XSS),Execution of arbitrary JavaScript in user's browser leading to potential hijacking of user session
CVE-2023-36581,Microsoft Message Queuing Denial of Service Vulnerability,2023-10-10T17:07:53.425Z,7.5,Microsoft,Windows 10 Version 1809,Microsoft,Message Queuing,N/A,N/A,Message Queuing,Denial of Service vulnerability,N/A,Exploit the Denial of Service vulnerability,No,N/A,Remote,N/A,Denial of Service,Denial of Service
CVE-2023-44311,"Multiple reflected cross-site scripting (XSS) vulnerabilities in the Plugin for OAuth 2.0 module's OAuth2ProviderApplicationRedirect class in Liferay Portal 7.4.3.41 through 7.4.3.89, and Liferay DXP 7.4 update 41 through update 89 allow remote attackers to inject arbitrary web script or HTML via the (1) code, or (2) error parameter. This issue is caused by an incomplete fix in CVE-2023-33941.",2023-10-17T09:39:07.508Z,9.6,Liferay,DXP,Liferay,Liferay Portal and Liferay DXP,7.4.3.41 through 7.4.3.89 for Liferay Portal and update 41 through update 89 for Liferay DXP,N/A,OAuth2ProviderApplicationRedirect class in Plugin for OAuth 2.0 module,incomplete fix in CVE-2023-33941,via the 'code' or 'error' parameter,inject arbitrary web script or HTML,No,,Remote,Unauthenticated,Reflected Cross-Site Scripting (XSS),Allows injection of arbitrary script leading to potential unauthorized actions or data exposure
CVE-2023-50257,"eProsima Fast DDS (formerly Fast RTPS) is a C++ implementation of the Data Distribution Service standard of the Object Management Group. Even with the application of SROS2, due to the issue where the data (`p[UD]`) and `guid` values used to disconnect between nodes are not encrypted, a vulnerability has been discovered where a malicious attacker can forcibly disconnect a Subscriber and can deny a Subscriber attempting to connect. Afterwards, if the attacker sends the packet for disconnecting, which is data (`p[UD]`), to the Global Data Space (`239.255.0.1:7400`) using the said Publisher ID, all the Subscribers (Listeners) connected to the Publisher (Talker) will not receive any data and their connection will be disconnected. Moreover, if this disconnection packet is sent continuously, the Subscribers (Listeners) trying to connect will not be able to do so. Since the initial commit of the `SecurityManager.cpp` code (`init`, `on_process_handshake`) on Nov 8, 2016, the Disconnect Vulnerability in RTPS Packets Used by SROS2 has been present prior to versions 2.13.0, 2.12.2, 2.11.3, 2.10.3, and 2.6.7.",2024-02-19T19:22:45.526Z,9.7,eProsima,Fast-DDS,eProsima,Fast DDS (formerly Fast RTPS),"prior to versions 2.13.0, 2.12.2, 2.11.3, 2.10.3, and 2.6.7",,p[UD] data and guid values in RTPS packets,data and guid values used to disconnect between nodes are not encrypted,malicious packet sent by attacker,send packet for disconnecting to the Global Data Space,No,Global Data Space (`239.255.0.1:7400`) with Publisher ID used,Remote,None,"Denial of Service, Unauthorized Disconnection","Subscribers are forcibly disconnected and denied reconnection, resulting in service disruption"
